gold_id,old_category_code,new_category_code,leaf,source,item_text,description,provider,disposition,authority,audit_reason
SA-00720,EXP-7.0,EXP-7.0,AGROQUIMICOS,file_audit,PRESIDE 80 WP X 300 GRS.,PRESIDE 80 WP,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00722,EXP-11.1,,,file_audit,Electricidad consumida 8640 KwH,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00723,EXP-11.1,,,file_audit,Demanda maxima potencia leida 24.0 x $ 29050.541666666668,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00724,EXP-11.1,,,file_audit,Demanda maxima suministrada 39.21 x $ 18186.99311400153,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00725,EXP-11.1,,,file_audit,Perdida por transformacion,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00726,EXP-11.1,,,file_audit,Uso del sistema de transmision,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00727,EXP-11.1,,,file_audit,(R.M.E.),,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00728,EXP-11.1,,,file_audit,Cargo fondo de estabilizacion ley 21.472,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00729,EXP-11.1,,,file_audit,Electricidad consumida ( 17.960 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00730,EXP-11.1,,,file_audit,"Cargo mensual por demanda mxima leida de potencia en horas de punta ( 56,480 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00731,EXP-11.1,,,file_audit,"Cargo mensual por D. Max de potencia suministrada ( 70,650 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00732,EXP-11.1,,,file_audit,Transporte de Electricidad ( 17.960 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00733,EXP-11.1,,,file_audit,"Multa por consumo reactivo (Recargo por consumo reactivo) ( 0,900 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00734,EXP-11.1,,,file_audit,"Recargo lectura de BT de consumos de cliente en AT(E) 3,5%",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00736,EXP-11.1,,,file_audit,Cargo por servicio publico Base ( 17.960 kWh) (Ex. IVA),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00737,EXP-11.1,,,file_audit,Cargo Fondo de Estabilizacion Ley 21.472 ( 17.960 kWh) (Ex. IVA),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00738,EXP-11.1,,,file_audit,Administracin del Servicio,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00739,EXP-11.1,,,file_audit,Transporte de Electricidad,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00740,EXP-11.1,,,file_audit,Electricidad Consumida,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00741,EXP-11.1,,,file_audit,Cargo mensual por demanda mxima de Potencia Leda,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00742,EXP-11.1,,,file_audit,Cargo mensual por demanda mxima de Potencia Leda Hora Punta,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00743,EXP-11.1,,,file_audit,Cargo por Servicio Pblico,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00744,EXP-11.1,,,file_audit,Cargo Fondo de Estabilizacin Ley 21.472,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00745,EXP-11.1,,,file_audit,"Ajuste para facilitar el pago en efectivo, mes actual",,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00746,EXP-11.1,,,file_audit,"Ajuste para facilitar el pago en efectivo, mes anterior",,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00747,EXP-11.1,,,file_audit,Inters por mora Energa,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00749,EXP-11.2,,,file_audit,Electricidad consumida ( 458 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00750,EXP-11.2,,,file_audit,Transporte de Electricidad ( 458 kWh),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00751,EXP-11.2,,,file_audit,Cargo por servicio publico Base ( 458 kWh) (Ex. IVA),,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00752,ADM-2.2,ADM-2.2,Seguros Trabajadores,file_audit,Periodo de Cobertura octubre 2025,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00754,ADM-1.6,,,file_audit,Recarga Agua Purificada,Fundo Raices,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.,quarantine,locked_399_row_manual_review,Water refill at a farm is ambiguous without a recipient/purpose.
CF-00001,EXP-10.1,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit_corrected,MANGAS PARA ORDEA MECANICA,MANGA REUTILIZABLE IMPERMEABLE,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,correct,client_product_family_resolution,Client row-level milking-sleeve product rule labels this protective garment as work clothing/EPP.
CF-00002,EXP-14.3,EXP-14.3,Mantencion Agua y Purines,file_audit_corrected,"CAERIA NEGRA PN4 1""","CAERIA NEGRA PN4 1""",COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
CF-00003,EXP-13.1,EXP-13.1,Mantencion Maquinaria,file_audit_corrected,ACEITE 2T STHIL X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
CF-00004,EXP-10.3,EXP-10.3,Detergentes e higenizantes,file_audit_corrected,SOLUTION 60 LTS,,HGS DAIRY SOLUTIONS SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
CF-00005,EXP-10.1,EXP-10.1,Mantencion Sala,file_audit_corrected,FILTRO LECHE 60 MM * 455 - 370 UN,,HGS DAIRY SOLUTIONS SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
CF-00006,EXP-2.4,EXP-2.4,Sales Minerales,file_audit_corrected,SALFORT PASTOREO X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
CF-00007,EXP-7.0,EXP-7.0,AGROQUIMICOS,file_audit_corrected,TORDON 101 X 4 LT,TORDON 101,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01022,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Servicios de internet,"Rural TitÃ¡n 15Mbps/10Mbps, MES DE NOVIEMBRE DE 2025",NETSKY SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01023,ADM-1.5,ADM-1.5,Colacion y Alojamiento,file_audit,SERVICIOS DE ALOJAMIENTO,RESERVA ID 103631 HAB 109 - TPL Hotel Diego de Almagro Los Angeles DESDE 01-10-2025 A 02-10-2025 CRISTIAN ANGUITA YV,COMERCIAL MAIFA LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01024,EXP-1.1,EXP-1.1,Otros Gastos RRHH,file_audit,Curso :PrevenciÃ³n Y Manejo De Enfermedades En El Ganado Bovino,"Curso PrevenciÃ³n y Manejo de Enfermedades en el Ganado Bovino, CÃ³d. Sence 1238078788, NÂ° Horas 21, F. Inicio 17-06-26, F. TÃ©rmino 19-06-26, Lugar de realizaciÃ³n Avenida RenÃ© Soriano NÂ° 2615, Osorno, NÂ° AcciÃ³n Sence 6825187, NÂ° de participantes 1. InformaciÃ³n solicitada por Sence, incluida en certificado de asistencia.^ ^",FundaciÃ³n de InstrucciÃ³n AgrÃ­cola Adolfo Matthei,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01025,EXP-1.1,EXP-1.1,Otros Gastos RRHH,file_audit,Curso TÃ©cnicas De Control Y PrevenciÃ³n De Cojeras En Vacas Lecheras,,FundaciÃ³n de InstrucciÃ³n AgrÃ­cola Adolfo Matthei,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01026,EXP-1.1,,,file_audit,EMPANADAS DE HORNO,,MINERVA RUTH ARELLANO VASQUEZ,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01027,EXP-11.1,,,file_audit,AdministraciÃ³n del Servicio,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01028,EXP-11.1,,,file_audit,Cargo Fondo de EstabilizaciÃ³n Ley 21.472,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01029,EXP-11.1,,,file_audit,Cargo mensual por demanda mÃ¡xima de Potencia LeÃ­da,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01030,EXP-11.1,,,file_audit,Cargo mensual por demanda mÃ¡xima de Potencia LeÃ­da Hora Punta,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01031,EXP-11.1,,,file_audit,"Cargo mensual por demanda mÃ¡xima leida de potencia en horas de punta ( 56,480 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01032,EXP-11.1,,,file_audit,Cargo por Servicio PÃºblico,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01033,EXP-11.1,,,file_audit,InterÃ©s por mora EnergÃ­a,,CIA ELECTRICA OSORNO S A,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01034,EXP-11.1,,,file_audit,Pago de cuenta fuera de plazo,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01035,EXP-11.1,,,file_audit,Servicio publico,,COOPERATIVA RURAL ELECT.R.BUENO LTDA.,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01036,EXP-11.4,EXP-11.4,Bencina,file_audit,GASOLINA 93,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01037,EXP-12.2,EXP-12.2,Analisis Animales,file_audit,T3 LOTE (S),,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01038,EXP-12.2,EXP-12.2,Analisis Animales,file_audit,T3 RCS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01039,EXP-13.1,EXP-13.1,Mantencion Maquinaria,file_audit,Item,Servicios de MantenciÃ³n~SERVICIO DE MANTENIMIENTO PREVENTIVO 1BM6115JCRD601743,SALINAS Y FABRES S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01040,EXP-2.5,EXP-2.5,Otros Medicamentos,file_audit,TOCOPER X 250 ML,TOCOPER 250 ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01041,EXP-14.2,EXP-14.2,Mantencion Cercos,file_audit,ALAMBRE GALV. # 14 POR KILOS,ALAMBRE GALV. # 14 POR KILOS,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01042,EXP-2.5,EXP-2.5,Otros Medicamentos,file_audit,KET - 10 X 50 ML,KET - 10 X 50 ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01043,EXP-2.2,EXP-2.2,Medicamentos Mastitis,file_audit,PATHOZONE X 10 JER,PATHOZONE X 10 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01044,EXP-14.2,EXP-14.2,Mantencion Cercos,file_audit,CABLE POLY BLA 6SS 500M (G62007),CABLE POLY BLA 6SS 500M (G62007),COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01045,EXP-16.1,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit,GUANTE LARGO NITRILO L SHOOF 204627,GUANTE LARGO NITRILO L MARCA SHOOF,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01046,EXP-16.1,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit,MANGA PALPACION ECOGAN SHOOF 219511,MANGA PALPACION ECOGAN,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01047,EXP-2.6,EXP-2.6,Otros Gastos Salud Animal,file_audit,PEGAMENTO BOVIBOND X 210 ML,PEGAMENTO BOVIBOND X 210 ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01048,EXP-14.3,EXP-14.3,Mantencion Agua y Purines,file_audit,SERVICIO TÃCNICO,"LIMPIEZA DE POZO 6"" ACERO FUNDO YUTRECO, SECTOR MULPULMO - OSORNO (POZO NÂ°2759) Forma de Pago: CRÃDITO 30 DÃAS",SONDAJES PERFOMAQ SA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01049,EXP-15.1,EXP-15.1,Servicios Agronomicos,file_audit,ASESORIA AGROPECUARIA,,SOC ROBERTO AICHELE Y CIA LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01050,EXP-16.1,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit,BOTA BEKINA STEPLITE NORMAL NÂ° 40,BOTA BEKINA STEPLITE NORMAL NÂ° 40,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01051,EXP-16.2,EXP-16.2,Otros Gastos Campo,file_audit,SERVICIO DE RETIRO Y,DISPOSICION FINAL DE RESIDUOS PLASTICOS,SOCIEDAD COMERCIAL VITACYCLE LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01052,EXP-2.1,EXP-2.1,Terapias Secado,file_audit,ORBENIN X 36 JER,ORBENIN X 36 JER,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01053,EXP-2.3,EXP-2.3,Vacunas,file_audit,VACUNA CATTLEMASTER GOLD 25 DOSIS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01054,EXP-2.3,EXP-2.3,Vacunas,file_audit,VACUNA CATTLEMASTER GOLD FP5 L5 25 DOSIS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01055,EXP-2.4,EXP-2.4,Sales Minerales,file_audit,VITAMIN+ TERNERO X 10 BOLOS,VITAMIN+ TERNERO X 10 BOLOS,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01056,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01057,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,Bolos demaihue,,HECTOR ADRIAN VALENZUELA PAREDES,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01058,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,Bolos maitÃ©n,,HECTOR ADRIAN VALENZUELA PAREDES,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01059,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,Conf. Bolos bramadero,,HECTOR ADRIAN VALENZUELA PAREDES,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01060,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,CONFECCIÃN BOLOS PRADERA,CONFECCIÃN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01061,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,ConfecciÃ³n de bolos,,HECTOR ADRIAN VALENZUELA PAREDES,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01064,EXP-4.3,EXP-4.3,Bolos Heno,file_audit,Bolos pasto seco,,HECTOR ADRIAN VALENZUELA PAREDES,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01065,EXP-5.1,EXP-5.1,Concentrado Vacas,file_audit,MAIZ ROLEADO PF GRANEL x KG-ALIMENTOS(E)-MAIZ,,COMPAÃÃA AGROPECUARIA COPEVAL S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01066,EXP-5.2,EXP-5.2,Concentrado Crianza,file_audit,T. COLUN CRECIMIENTO X 25 KG,T. COLUN CRECIMIENTO X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01067,EXP-5.3,EXP-5.3,Concentrado Otros Animales,file_audit,COLMILLO BLANCO X 20KG (ADULTO&CACHORRO),COLMILLO BLANCO X 20KG (ADULTO&CACHORRO),COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01068,EXP-5.3,EXP-5.3,Concentrado Otros Animales,file_audit,MAIZ HOJUELA COLUN X 25 KG,MAIZ HOJUELA COLUN X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01069,EXP-5.3,EXP-5.3,Concentrado Otros Animales,file_audit,PERRO FIT FORMULA ADULTO X 20 KG,PERRO FIT FORMULA ADULTO X 20 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01070,EXP-5.5,EXP-5.5,Sustituto Lacteo,file_audit,SUSTITUTO LACTEO COLUN (SPT) 25 KG,SUSTITUTO LACTEO COLUN (SPT) 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01071,EXP-5.5,EXP-5.5,Sustituto Lacteo,file_audit,SUST. KALMILAC PLUS 25 KGS SCHILS,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01072,EXP-6.2,EXP-6.2,Nitrogeno,file_audit,UREA GRANULADA FUNDO,UREA GRANULADA FUNDO,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01073,EXP-8.1,EXP-8.1,Pradera Perenne,file_audit,SEMILLA TREBOL BLANCO KOTUKU X 4 KG,SEMILLA TREBOL BLANCO KOTUKU,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01074,EXP-8.1,EXP-8.1,Pradera Perenne,file_audit,SEMILLA TREBOL BLANCO RURU X 4 KG,SEMILLA TREBOL BLANCO RURU,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01075,EXP-9.1,,,file_audit,"Cargo mensual por demanda mÃ¡xima leida de potencia en horas de punta ( 0,040 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
RG-01099,EXP-1.1,,,file_audit,BANANO ALICANTE CAFE,,KALEUCHE SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01100,EXP-1.1,,,file_audit,BOLSA,,KALEUCHE SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01101,EXP-1.1,,,file_audit,CAVERMANOS,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01102,EXP-1.1,,,file_audit,CUNO,,KALEUCHE SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01103,EXP-1.1,,,file_audit,DIARIO,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01104,EXP-1.1,,,file_audit,ESTAMPADO ANTILLANCA,POLERA EN BRAZO PAGA POR TRANSFERENCIA,SMRCHILE LIMITADA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01105,EXP-1.1,,,file_audit,ESTAMPADO CORPORACION,RURAL POLERA LADO IZQUIERDO PECHO,SMRCHILE LIMITADA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01106,EXP-1.1,,,file_audit,GRABADO LOGO,,KALEUCHE SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01107,EXP-1.1,,,file_audit,HARRY POTTER 1 Y LA PIEDRA FILOSOFAL,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01108,EXP-1.1,,,file_audit,HUMBERTO EL VALIENTE,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01109,EXP-1.1,,,file_audit,JUDY MOODY SE VUELVE FAMOSA,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
